,encoding,probabilities
322,"[[-3.9806254  -1.391289   -1.1836555  -7.2057242  -4.9723334  -7.392204
  -4.781842   -8.830749   -0.9347653  -7.213966   -1.010403   -4.440684
  -1.3639326  -2.694334   -6.7291036  -1.1386074   8.65778    -6.8041763
  -4.2394905  -5.115206   -2.9322758  -2.443298   -3.301642   -6.3819113
  -4.5325303  -2.3136294  -1.3969892  -1.1187987  -2.7207203  10.431582
  -1.4106766  -7.212348   -4.157662   -7.1160755  -0.92046404 -5.716944
  -7.02443    -1.563515   -5.375179   -1.9670199  -7.3069654   7.425639
  -7.5080013  -6.8285947  -7.3199506  -4.4339676  -6.760338   -4.4567246
  -7.658675   -2.9945655  -3.2840042  -7.0690713  -4.118952   -6.9060016
  -4.9759583  -4.816356   -2.9543476  -0.40319088 -4.9686975  -7.17731
  -3.2277021  -7.7264004  -5.0082755  -7.048975  ]]",[[0.99131536]]
323,"[[-4.3933973  -2.282044   -1.3124816  -8.15087    -5.6256714  -8.304538
  -5.525226   -9.923166   -1.4323388  -8.104854   -1.6672097  -4.9148383
  -1.9549143  -2.9684966  -7.5488515  -1.8062351  10.519134   -7.6973524
  -4.6042747  -5.743587   -3.2476132  -2.6245487  -3.691326   -7.163177
  -5.0162797  -2.5820026  -1.5190743  -1.832231   -2.990399   12.640568
  -2.1065867  -8.106142   -4.2931404  -7.9974365  -1.4637647  -6.5888267
  -7.9349117  -2.7016368  -5.90866    -2.2216482  -8.234944    8.870663
  -8.504011   -7.5381923  -8.27658    -4.945439   -7.42053    -5.016749
  -8.551917   -3.3254647  -3.7057557  -7.926761   -4.2127295  -7.7650585
  -5.5342474  -5.316555   -3.072135   -0.41577074 -5.622445   -8.226556
  -3.3837087  -8.778086   -5.5676622  -7.874013  ]]",[[0.9967692]]
324,"[[-4.0835004  -1.6205664  -1.2131659  -7.459668   -5.141268   -7.631523
  -4.991097   -9.105452   -1.0523574  -7.4529705  -1.1760049  -4.556436
  -1.5071468  -2.7569842  -6.9460526  -1.3113377   9.158394   -7.0473757
  -4.333886   -5.2776184  -3.009168   -2.4876978  -3.4035728  -6.588071
  -4.659509   -2.3817885  -1.427361   -1.2961962  -2.782802   11.017642
  -1.5922625  -7.4516425  -4.1769114  -7.348868   -1.0557022  -5.953162
  -7.273012   -1.8475863  -5.508952   -2.027355   -7.550966    7.804686
  -7.771025   -7.018169   -7.5749764  -4.563313   -6.9296026  -4.6210127
  -7.893301   -3.0738032  -3.3999398  -7.2963514  -4.127969   -7.130732
  -5.125117   -4.9392896  -2.985729   -0.40321124 -5.15322    -7.4565144
  -3.271883   -8.003407   -5.155109   -7.268958  ]]",[[0.99332035]]
325,"[[-10.078992   -17.084347    -3.148822   -21.720818   -15.086041
  -21.291716   -16.440327   -25.056246    -9.824253   -20.89074
  -12.5309725  -11.618942   -11.779021    -6.788357   -19.141981
  -12.825354    39.10876    -20.461288    -9.579764   -14.745164
   -7.7996407   -4.8405347   -8.907237   -18.263266   -11.743595
   -6.476258    -3.2169638  -13.678806    -6.834531    46.688713
  -13.42861    -20.85671     -5.444583   -20.54476    -10.4652405
  -19.382326   -21.004057   -21.437553   -13.364503    -5.9659986
  -21.567726    30.966455   -22.725077   -17.294527   -21.970314
  -12.203351   -16.14583    -12.995172   -21.135633    -8.197503
   -9.605508   -20.061361    -4.5430603  -19.850695   -13.570477
  -12.221018    -4.147277    -0.54895324 -14.983733   -23.571873
   -5.0001264  -23.921614   -13.623619   -19.584293  ]]",[[1.]]
326,"[[ -9.808233  -16.485443   -3.0519226 -21.241577  -14.686526  -20.781769
  -16.101706  -24.547838   -9.3674555 -20.412098  -12.091416  -11.275967
  -11.314522   -6.5718603 -18.715843  -12.386171   38.13486   -20.014069
   -9.332704  -14.409118   -7.5504975  -4.756547   -8.825234  -17.831383
  -11.452892   -6.2458615  -3.1033456 -13.176316   -6.583741   45.497387
  -12.990008  -20.36585    -5.2981377 -20.062378  -10.094331  -18.972942
  -20.543589  -20.668985  -13.012938   -5.769625  -21.059479   30.167011
  -22.212404  -16.95148   -21.479628  -11.869241  -15.861436  -12.77473
  -20.673914   -7.920769   -9.387564  -19.617996   -4.471634  -19.437462
  -13.234234  -11.9015465  -4.1063204  -0.537728  -14.719663  -23.016392
   -4.933357  -23.366756  -13.284247  -19.13359  ]]",[[1.]]
327,"[[ -9.57308   -16.267262   -2.9683304 -20.743414  -14.341476  -20.284966
  -15.765185  -23.93064    -9.230234  -19.936943  -11.907982  -10.99952
  -11.170755   -6.418682  -18.265175  -12.226028   37.43378   -19.546293
   -9.101921  -14.084758   -7.3983245  -4.624372   -8.5886755 -17.399155
  -11.176867   -6.139718   -3.0261075 -13.003896   -6.42276    44.650906
  -12.793584  -19.89744    -5.148729  -19.580746   -9.949932  -18.564327
  -20.070704  -20.34545   -12.674889   -5.6241775 -20.558084   29.631838
  -21.699587  -16.53103   -20.967096  -11.5816765 -15.435157  -12.478984
  -20.178337   -7.7576647  -9.163234  -19.146137   -4.3215756 -18.989569
  -12.926702  -11.614467   -3.9909828  -0.5224112 -14.384084  -22.481422
   -4.7952724 -22.827715  -12.968272  -18.6658   ]]",[[1.]]
328,"[[ -9.119615   -14.917955    -2.8276594  -19.567425   -13.5461
  -19.186333   -14.779147   -22.667381    -8.499572   -18.837036
  -10.924865   -10.464895   -10.303856    -6.1319103  -17.278769
  -11.225501    34.863472   -18.441143    -8.711971   -13.325762
   -7.0472207   -4.45724     -8.1153     -16.463224   -10.626643
   -5.8404336   -2.8980827  -11.942362    -6.149198    41.601566
  -11.766962   -18.805712    -5.1437197  -18.515295    -9.133145
  -17.42143    -18.937939   -18.65299    -12.082569    -5.323996
  -19.419298    27.676115   -20.475311   -15.722235   -19.795061
  -10.992954   -14.717105   -11.762065   -19.113472    -7.3717484
   -8.668853   -18.113466    -4.383368   -17.962362   -12.251239
  -11.063048    -3.9264154   -0.51779616 -13.551196   -21.145895
   -4.6843295  -21.52414    -12.290905   -17.678913  ]]",[[1.]]
329,"[[-10.772004  -18.565264   -3.3618927 -23.360636  -16.20477   -22.854256
  -17.754519  -26.898052  -10.62445   -22.435415  -13.632063  -12.414847
  -12.736085   -7.230236  -20.55442   -13.935519   42.27896   -22.012468
  -10.204585  -15.815854   -8.312176   -5.151263   -9.589747  -19.597816
  -12.566066   -6.890808   -3.416049  -14.853032   -7.262675   50.444725
  -14.59191   -22.39134    -5.638324  -22.060175  -11.372919  -20.90168
  -22.583538  -23.315279  -14.278932   -6.391279  -23.16849    33.406033
  -24.430882  -18.521238  -23.61347   -13.068209  -17.281233  -13.985487
  -22.680471   -8.746876  -10.326466  -21.539154   -4.672936  -21.328503
  -14.540739  -13.056965   -4.3598986  -0.5739621 -16.129517  -25.387201
   -5.2716923 -25.724033  -14.592716  -21.008944 ]]",[[1.]]
330,"[[-10.1748    -16.972458   -3.1965315 -21.831291  -15.197047  -21.438211
  -16.453014  -25.312965   -9.814974  -20.99273   -12.488549  -11.724796
  -11.716703   -6.857422  -19.278156  -12.752548   39.052345  -20.586227
   -9.64795   -14.810915   -7.844576   -4.8840165  -8.973131  -18.396933
  -11.824901   -6.4750547  -3.2490256 -13.6153555  -6.93088    46.634987
  -13.384466  -20.963287   -5.5176225 -20.674126  -10.417061  -19.432209
  -21.096786  -21.392878  -13.516957   -6.0372825 -21.711966   30.890451
  -22.853968  -17.424137  -22.108068  -12.305935  -16.307745  -13.032531
  -21.284668   -8.262      -9.698148  -20.200233   -4.632092  -19.94836
  -13.658353  -12.320222   -4.176898   -0.5660764 -15.03032   -23.724743
   -5.0271864 -24.043882  -13.694095  -19.729696 ]]",[[1.]]
331,"[[-10.078992   -17.084347    -3.148822   -21.720818   -15.086041
  -21.291716   -16.440327   -25.056246    -9.824253   -20.89074
  -12.5309725  -11.618942   -11.779021    -6.788357   -19.141981
  -12.825354    39.10876    -20.461288    -9.579764   -14.745164
   -7.7996407   -4.8405347   -8.907237   -18.263266   -11.743595
   -6.476258    -3.2169638  -13.678806    -6.834531    46.688713
  -13.42861    -20.85671     -5.444583   -20.54476    -10.4652405
  -19.382326   -21.004057   -21.437553   -13.364503    -5.9659986
  -21.567726    30.966455   -22.725077   -17.294527   -21.970314
  -12.203351   -16.14583    -12.995172   -21.135633    -8.197503
   -9.605508   -20.061361    -4.5430603  -19.850695   -13.570477
  -12.221018    -4.147277    -0.54895324 -14.983733   -23.571873
   -5.0001264  -23.921614   -13.623619   -19.584293  ]]",[[1.]]
332,"[[ -7.885844   -12.512141    -2.5103276  -17.15066    -11.799188
  -16.820305   -12.85266    -19.689041    -7.156288   -16.493757
   -9.077312    -8.98965     -8.541004    -5.220614   -15.17649
   -9.395827    29.852692   -16.21121     -7.4358945  -11.502865
   -5.994165    -3.7694345   -7.222732   -14.413865    -9.301525
   -4.6844497   -2.5985978   -9.971108    -5.2505064   35.685993
  -10.00865    -16.46163     -4.156828   -16.198782    -7.560796
  -15.099912   -16.618698   -15.743413   -10.605252    -4.609783
  -17.010983    23.319448   -17.913597   -13.84485    -17.34339
   -9.540184   -12.860735   -10.486326   -16.71905     -6.3346496
   -7.627497   -15.872849    -3.629733   -15.1861105  -10.717374
   -9.460836    -3.3341246   -0.46196988 -11.9437     -18.570066
   -4.0174193  -18.811241   -10.62513    -15.527291  ]]",[[0.9999999]]
333,"[[ -9.333104   -14.97237     -2.9649086  -20.14936    -13.948676
  -19.791637   -15.097565   -23.33222     -8.6109295  -19.35733
  -10.9590845  -10.684824   -10.262697    -6.2308364  -17.83161
  -11.25037     35.321194   -19.040062    -8.798674   -13.563305
   -7.091452    -4.4714727   -8.453767   -16.975801   -10.922272
   -5.644985    -3.0309155  -11.982151    -6.2595677   42.203465
  -11.936944   -19.336727    -4.940194   -19.058989    -9.131494
  -17.804043   -19.485044   -18.953863   -12.485349    -5.49132
  -20.019537    27.690935   -21.079508   -16.201164   -20.399933
  -11.281328   -15.138282   -12.177912   -19.665646    -7.5032845
   -8.973426   -18.664783    -4.2693505  -18.085598   -12.596453
  -11.222935    -3.8869402   -0.53743434 -13.9494915  -21.87694
   -4.682849   -22.145552   -12.539216   -18.239246  ]]",[[1.]]
334,"[[-10.304862  -17.925783   -3.2210336 -22.344498  -15.511996  -21.867893
  -16.982473  -25.755793  -10.255306  -21.465193  -13.133723  -11.886707
  -12.318346   -6.940524  -19.662292  -13.453521   40.626675  -21.0505
   -9.759458  -15.164738   -8.000014   -4.9130044  -9.147954  -18.752535
  -12.02295    -6.6598935  -3.2682457 -14.349001   -6.9811864  48.470734
  -14.061735  -21.432041   -5.425923  -21.102022  -10.975007  -20.016695
  -21.607698  -22.475813  -13.6586685  -6.12259   -22.166603   32.137764
  -23.38338   -17.718952  -22.597708  -12.507249  -16.508804  -13.377976
  -21.696646   -8.409023   -9.877813  -20.604599   -4.4796824 -20.417404
  -13.916178  -12.504403   -4.149386   -0.5494164 -15.439884  -24.29355
   -5.0258904 -24.619873  -13.969869  -20.094463 ]]",[[1.]]
335,"[[-10.78871   -18.921255   -3.3658717 -23.616476  -16.313501  -23.039833
  -18.016544  -27.247053  -10.694767  -22.633911  -13.903195  -12.412115
  -12.904742   -7.210361  -20.748762  -14.206671   43.035774  -22.250076
  -10.187813  -15.97122    -8.292505   -5.1629953  -9.821718  -19.764444
  -12.611022   -6.8666034  -3.3792162 -15.126062   -7.198539   51.320423
  -14.879066  -22.582714   -5.4771414 -22.239616  -11.583778  -21.216848
  -22.822886  -23.772465  -14.297528   -6.3951383 -23.384676   33.91763
  -24.695793  -18.682966  -23.873402  -13.106199  -17.435911  -14.200773
  -22.88593    -8.71848   -10.42565   -21.745642   -4.544519  -21.568335
  -14.624085  -13.0871525  -4.323738   -0.5627665 -16.383076  -25.690245
   -5.2292466 -26.00207   -14.679439  -21.180996 ]]",[[1.]]
336,"[[ -9.320907   -15.40634     -2.903571   -19.97253    -13.86959
  -19.607367   -15.0629015  -23.198217    -8.83104    -19.220976
  -11.296518   -10.715537   -10.654745    -6.2845073  -17.64631
  -11.589468    35.714664   -18.82879     -8.868794   -13.60067
   -7.213903    -4.5139446   -8.256243   -16.82671    -10.840969
   -5.9781814   -2.9671545  -12.355981    -6.3231177   42.634045
  -12.144009   -19.19851     -5.189107   -18.911491    -9.441735
  -17.790491   -19.319464   -19.332966   -12.351095    -5.4737005
  -19.846298    28.326067   -20.917837   -16.01261    -20.22088
  -11.243042   -14.983214   -11.970754   -19.502169    -7.5627794
   -8.865241   -18.494864    -4.3898554  -18.325853   -12.512926
  -11.29733     -3.9287164   -0.52355725 -13.80513    -21.642845
   -4.7035756  -21.991655   -12.543282   -18.05334   ]]",[[1.]]
337,"[[ -7.924475   -12.863917    -2.4782963  -16.999622   -11.764954
  -16.693314   -12.787101   -19.630112    -7.372694   -16.382858
   -9.368681    -9.091127    -8.8868265   -5.3261147  -15.029786
   -9.668483    30.118786   -16.032064    -7.5500536  -11.552859
   -6.1392975   -3.8291328   -7.025451   -14.317635    -9.256598
   -5.0222507   -2.5584593  -10.284483    -5.373169    35.97153
  -10.155939   -16.362244    -4.4578333  -16.09189     -7.83499
  -15.081712   -16.470263   -16.061537   -10.535408    -4.629113
  -16.88625     23.851837   -17.784706   -13.689819   -17.205395
   -9.556856   -12.771196   -10.267854   -16.610962    -6.446428
   -7.5336514  -15.747758    -3.8110392  -15.440453   -10.674761
   -9.590807    -3.3998253   -0.46445465 -11.784309   -18.38625
   -4.0687904  -18.688377   -10.65957    -15.382329  ]]",[[0.9999999]]
338,"[[-4.223982   -2.2105997  -1.2600019  -7.850339   -5.408991   -7.990633
  -5.333882   -9.503667   -1.3827758  -7.816062   -1.5993813  -4.73124
  -1.8883874  -2.8532634  -7.263029   -1.7458563  10.147612   -7.40702
  -4.446014   -5.535588   -3.1394491  -2.525215   -3.5344622  -6.8919363
  -4.833895   -2.5011399  -1.463989   -1.7637815  -2.8775938  12.194698
  -2.026038   -7.8125215  -4.1473436  -7.698632   -1.4073663  -6.3515763
  -7.650129   -2.5786645  -5.689291   -2.1346748  -7.926294    8.565255
  -8.180053   -7.259911   -7.963731   -4.758939   -7.1282744  -4.8462443
  -8.233008   -3.2137718  -3.557264   -7.627258   -4.0617113  -7.46636
  -5.3415413  -5.115024   -2.970314   -0.40122136 -5.4227457  -7.9117894
  -3.2729237  -8.444179   -5.3712296  -7.583172  ]]",[[0.99605113]]
339,"[[ -4.653052   -3.427996   -1.3938345  -8.914362   -6.14269    -8.999365
   -6.2072744 -10.677605   -2.0618591  -8.812353   -2.4867613  -5.2363243
   -2.686074   -3.13383    -8.163236   -2.6518455  12.462775   -8.405385
   -4.8126473  -6.236881   -3.4833922  -2.6890657  -3.94946    -7.7511787
   -5.3493032  -2.8031847  -1.5890725  -2.7333632  -3.1556797  14.943657
   -2.9558897  -8.806705   -4.203475   -8.673183   -2.1434977  -7.371903
   -8.674294   -4.116191   -6.243809   -2.4149296  -8.96041    10.34887
   -9.29324    -8.005747   -9.036432   -5.3116593  -7.7972617  -5.480288
   -9.207161   -3.5800366  -4.0162225  -8.569928   -4.052396   -8.410974
   -5.9509006  -5.6391153  -3.0362446  -0.4072814  -6.1608257  -9.11592
   -3.3859973  -9.634717   -5.9817543  -8.484987 ]]",[[0.9988489]]
340,"[[-22.386791    34.567905   -15.132848   -81.37096    -45.159405
  -77.403854   -51.712482   -68.85965     21.842098   -74.5551
   32.63516    -13.026957    39.481888    -0.77466464 -75.70705
   27.950583    36.046814   -82.96715     -9.067566   -30.42195
    4.2353044   -7.865498   -58.097427   -64.03463    -40.6471
   41.518066   -19.081131    34.666454     2.3811958   48.142056
    3.4361954  -72.720474    28.685926   -71.992874    31.284044
  -49.69535    -81.250595    26.492783   -50.12141    -11.86961
  -77.08975    -23.94229    -78.79625    -77.79887    -79.23271
  -29.94946    -61.370956   -71.0841     -74.3246      -1.6532217
  -39.49307    -73.80872      8.994202    -6.9670615  -44.03449
  -11.882214    -6.5930066   -1.1265872  -65.14434    -85.583244
  -12.435509   -80.23107    -31.921942   -76.80883   ]]",[[3.645356e-07]]
341,"[[-3.861235   -1.2566595  -1.1489595  -6.950784   -4.7992306  -7.144699
  -4.584387   -8.560303   -0.86441255 -6.962283   -0.9172642  -4.307073
  -1.2774565  -2.616896   -6.505321   -1.0363154   8.256898   -6.5603247
  -4.111021   -4.9459844  -2.8405726  -2.378626   -3.2020373  -6.1654887
  -4.386964   -2.2355473  -1.3576233  -1.0182945  -2.6447067   9.960863
  -1.2993593  -6.9666586  -4.0798917  -6.8739667  -0.84271276 -5.501579
  -6.7702594  -1.4024916  -5.214216   -1.9039788  -7.0569863   7.107941
  -7.2421     -6.6170073  -7.066095   -4.2913957  -6.5587516  -4.293754
  -7.406555   -2.9093673  -3.166393   -6.8281317  -4.04638    -6.6675663
  -4.8132243  -4.670671   -2.8843234  -0.39938024 -4.7882385  -6.9136662
  -3.1408749  -7.454443   -4.844955   -6.815324  ]]",[[0.9892692]]
342,"[[-3.8949935  -0.9111906  -1.1536196  -6.9404497  -4.7887306  -7.152648
  -4.5381     -8.570269   -0.66588616 -6.969096   -0.66584224 -4.3302245
  -1.0540018  -2.6354024  -6.520181   -0.78598565  7.9043865  -6.5611687
  -4.178694   -4.9395795  -2.846088   -2.4319458  -3.2166533  -6.181588
  -4.4251475  -2.2337906  -1.3782161  -0.73889774 -2.6625311   9.531656
  -1.0639467  -6.972879   -4.2088056  -6.8830166  -0.63246536 -5.431564
  -6.7683563  -0.9677384  -5.264559   -1.8945435  -7.0530095   6.8504176
  -7.2295403  -6.683202   -7.055559   -4.3073373  -6.6484027  -4.306138
  -7.4374485  -2.8997986  -3.1834588  -6.8514814  -4.200387   -6.6819773
  -4.834641   -4.7077184  -2.98995    -0.40594754 -4.7840137  -6.8563747
  -3.2497776  -7.4220815  -4.864104   -6.842535  ]]",[[0.9870635]]
343,"[[-19.762444    25.463205   -12.76067    -69.30282    -38.92748
  -66.05433    -44.403072   -59.867256    16.257996   -63.62954
   24.539145   -12.369439    30.253366    -1.73068    -64.33908
   20.702242    35.110527   -70.4145      -8.8104515  -26.932163
    2.2105467   -7.1213593  -48.531456   -54.72509    -34.752434
   32.693115   -15.949149    26.024708     0.84437066  46.06457
    0.75242496 -62.13844     22.40088    -61.494957    23.77044
  -43.304577   -69.057846    18.198246   -42.692646   -10.560994
  -65.807304   -14.775748   -67.37746    -65.71963    -67.62047
  -26.17943    -52.297184   -59.606625   -63.537594    -2.6665583
  -33.48735    -62.92569      6.5393653   -8.720107   -37.81582
  -11.521435    -5.9744406   -1.0374051  -55.107475   -73.07894
  -10.842752   -68.72511    -27.951721   -65.2837    ]]",[[0.00124117]]
344,"[[-22.477903    22.81216    -14.042462   -77.02246    -43.79044
  -73.46641    -49.955086   -67.579834    14.805681   -70.74566
   22.936737   -15.008425    29.248838    -2.921037   -71.1808
   18.82448     45.072624   -78.004654   -10.750503   -30.967201
    1.027256    -8.116881   -52.722557   -60.964962   -38.64449
   33.363213   -17.269848    24.225348    -0.18507896  58.166553
   -2.3409693  -69.168365    23.361055   -68.50923     22.65139
  -49.295795   -76.60338     13.865785   -47.195538   -12.237997
  -73.27017     -9.503371   -75.23738    -72.09995    -75.32898
  -29.701572   -57.74933    -65.13762    -70.69576     -4.1783466
  -37.10632    -69.939316     6.82376    -12.671212   -42.170464
  -14.127167    -6.604784    -1.1136668  -60.79696    -81.57403
  -11.908997   -76.86752    -31.76364    -72.240746  ]]",[[0.6958468]]
